Australian Bureau of Statistics,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"2016 Census - Counting Persons, Place of Usual Residence (MB)",,,,,,,,,,,,,,,
SA2 (UR) by HEAP - 1 Digit Level by CITP Australian Citizenship,,,,,,,,,,,,,,,
Counting: Persons Place of Usual Residence,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
Default Summation,Persons Place of Usual Residence,,,,,,,,,,,,,,
CITP Australian Citizenship,Australian,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SA2 (UR),Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total,pop,bach.count,bach
Dayboro,208,155,917,702,1224,1913,0,346,175,237,1674,7553,5642,1280,22.68699043
Miranda - Yowie Bay,572,211,1956,1429,2298,4006,4,984,596,668,3007,15730,12055,2739,22.72086271
Redlynch,259,222,1272,925,1832,2609,0,374,210,229,2830,10769,7710,1753,22.73670558
Woodvale,195,167,1089,775,1150,2448,8,319,222,195,1465,8038,6378,1451,22.75007839
Calwell,170,127,627,523,778,1459,4,221,157,121,1041,5222,4060,924,22.75862069
Larapinta,132,90,392,292,611,882,11,205,86,152,1005,3854,2697,614,22.76603634
Forest Lake - Doolandella,785,349,2512,1794,2800,6230,10,900,632,652,5093,21760,16015,3646,22.76615673
Sylvania - Taren Point,493,173,1839,1288,1865,3824,6,876,572,730,2602,14269,10937,2505,22.90390418
Nollamara - Westminster,352,188,1532,981,1535,3295,10,732,420,437,2099,11572,9036,2072,22.93050022
Korora - Emerald Beach,202,150,1001,731,1389,1768,10,404,239,227,1648,7771,5896,1353,22.94776119
Cairnlea,172,79,1129,501,696,2425,8,656,356,204,1992,8209,6013,1380,22.95027441
East Bendigo - Kennington,344,328,1541,987,1683,3366,13,1072,305,605,1942,12186,9639,2213,22.95881315
Sans Souci - Ramsgate,521,174,1807,1275,1716,3685,13,1070,627,567,2432,13892,10893,2502,22.9688791
Denmark,154,121,613,441,747,1368,0,244,174,227,902,4994,3865,888,22.97542044
Kingsley,271,222,1529,1033,1683,3187,3,508,302,413,2190,11346,8743,2022,23.12707309
Howrah - Tranmere,281,244,1224,883,1413,2662,3,584,264,347,1687,9594,7560,1749,23.13492063
Northgate - Oakden - Gilles Plains,703,309,2420,1454,2678,5307,11,1321,626,633,3876,19331,14822,3432,23.15476994
Alfredton,291,264,1223,782,1516,2739,9,663,192,276,2530,10483,7677,1778,23.16008858
Highfields,323,270,1478,1016,1920,3069,7,582,259,276,2952,12145,8917,2071,23.22529999
Cambridge,211,170,901,583,1236,1858,5,374,162,165,1469,7146,5512,1282,23.25834543
Ballarat - North,601,596,2539,1559,3235,5391,23,1700,414,906,3972,20941,16063,3736,23.25841997
Padbury,156,148,917,541,1205,1875,10,242,161,196,1455,6900,5249,1221,23.26157363
Rowville - North,246,130,870,643,935,1950,0,402,173,168,1572,7092,5352,1246,23.28101644
Plympton,663,369,2517,1486,2502,5877,11,1283,512,772,2904,18901,15225,3549,23.31034483
Margate - Snug,240,146,818,552,1130,1667,5,429,165,240,1718,7114,5156,1204,23.35143522
Sunshine,188,135,824,383,683,1742,11,680,255,251,1204,6359,4904,1147,23.38907015
Lismore Region,391,308,1698,1139,2215,3210,10,868,396,566,2474,13272,10232,2397,23.42650508
Kalamunda - Maida Vale - Gooseberry Hill,393,282,1713,1214,1967,3674,6,548,375,441,2303,12924,10180,2388,23.45776031
Seven Hills - Toongabbie,895,203,2227,1409,2371,5041,11,1440,576,594,4076,18829,14159,3325,23.48329684
Belmont,374,308,1574,1027,1914,3045,9,1075,238,526,2120,12209,9563,2256,23.59092335
Greenwood - Warwick,273,257,1546,969,1747,3172,6,477,343,319,2268,11378,8791,2076,23.61506086
Peakhurst - Lugarno,572,246,2109,1404,1984,4228,7,1155,678,560,3051,15992,12381,2927,23.64106292
Albany Creek,423,302,1862,1366,2097,3979,7,585,309,313,2966,14204,10925,2587,23.67963387
Blacktown (East) - Kings Park,560,111,1349,895,1450,2942,14,831,374,379,2736,11644,8529,2020,23.68390198
Nudgee - Banyo,259,176,1033,637,1178,2256,0,434,207,209,1641,8041,6191,1468,23.71183977
Canterbury (South) - Campsie,831,210,2552,1459,1617,5729,8,1679,1048,598,3875,19613,15140,3593,23.7318362
Croydon - West,357,301,1437,1021,1596,2991,8,787,317,542,2171,11526,8813,2095,23.7717009
Bassendean - Eden Hill - Ashfield,365,289,1648,973,1829,3438,3,802,323,440,2430,12553,9683,2302,23.77362388
Kingston - Huntingfield,357,197,1253,718,1429,2750,5,631,244,373,2140,10107,7594,1807,23.7951014
Miami,149,101,808,519,990,1480,0,237,162,215,809,5468,4444,1058,23.80738074
Braeside,0,0,5,3,7,6,0,0,0,0,4,25,21,5,23.80952381
Woonona - Bulli - Russell Vale,758,378,2098,1532,2873,3993,17,1372,560,611,3910,18096,13575,3234,23.82320442
Berry - Kangaroo Valley,318,161,996,733,1276,1812,6,599,282,451,1156,7797,6190,1475,23.82875606
Margaret River,130,146,939,563,1204,1715,0,220,170,253,1853,7204,5098,1215,23.83287564
Monterey - Brighton-le-Sands - Kyeemagh,438,135,1545,1020,1285,3079,5,875,494,490,1941,11305,8874,2118,23.86747803
Millner,71,48,215,113,286,500,6,119,42,72,338,1807,1397,334,23.90837509
Springfield Lakes,372,161,1400,999,1725,2875,4,307,246,154,3493,11732,8085,1933,23.90847248
Clear Island Waters,136,51,449,308,407,1027,3,151,126,208,486,3354,2660,636,23.90977444
Cromer,220,96,865,697,922,1535,4,351,255,211,1475,6625,4939,1181,23.91172302
Mount Martha,459,408,2046,1690,2333,4000,0,835,409,598,3676,16454,12180,2913,23.91625616
Menai - Lucas Heights - Woronora,701,327,2606,1886,2910,5083,12,944,722,471,3917,19581,15193,3634,23.91891002
Brunswick Heads - Ocean Shores,233,152,926,697,1141,1703,12,398,215,333,1234,7040,5473,1311,23.95395578
Watsonia,285,180,1042,694,1156,2056,3,664,201,251,1545,8085,6289,1507,23.96247416
Lockleys,370,195,1459,834,1443,3076,7,739,317,356,1687,10489,8446,2024,23.96400663
Pagewood - Hillsdale - Daceyville,410,102,1083,653,975,2413,3,672,337,399,1684,8736,6653,1595,23.974147
Wattle Glen - Diamond Creek,368,361,1609,1121,2050,3323,7,649,259,256,2524,12532,9752,2338,23.97456932
Buderim - North,452,326,1944,1399,2186,3877,6,743,401,763,2486,14588,11339,2722,24.00564424
Castlemaine Region,272,281,887,660,1246,1862,0,611,170,358,1179,7533,5996,1440,24.01601067
Oonoonba,180,92,758,381,880,1650,0,252,91,151,1250,5689,4288,1030,24.02052239
French Island,4,3,13,8,14,21,0,8,5,3,15,101,83,20,24.09638554
Jandakot,56,53,300,192,320,628,0,84,60,55,361,2113,1697,409,24.10135533
Nhulunbuy,63,67,241,166,448,444,5,65,46,71,729,2339,1539,371,24.1065627
South Arm,141,81,501,329,717,960,0,167,104,114,762,3875,2999,723,24.10803601
Holsworthy - Wattle Grove,715,225,2315,1547,2544,4754,6,881,511,338,4327,18158,13493,3255,24.12361965
Helensburgh,319,154,938,699,1377,1756,5,360,237,306,1827,7978,5845,1411,24.14029085
Loftus - Yarrawarrah,245,128,877,634,1106,1652,0,304,229,136,1508,6816,5172,1250,24.16860015
Rowville - South,332,144,1283,819,1224,2719,6,500,245,241,1864,9382,7277,1759,24.17204892
Burnside Heights,157,53,569,382,480,1207,4,225,143,85,1558,4865,3222,779,24.17752948
Buderim - South,469,298,1837,1297,2206,3676,12,592,357,381,2894,14035,10760,2604,24.20074349
Wiley Park,348,63,713,451,470,1747,8,540,304,215,1877,6733,4641,1124,24.21891834
Daisy Hill,178,114,710,495,866,1405,0,214,136,125,1231,5489,4133,1002,24.24389064
Busselton Region,167,167,1231,775,1424,2190,0,280,216,284,2045,8784,6455,1565,24.24477149
Taigum - Fitzgibbon,341,162,1280,798,1226,2687,4,602,248,294,1846,9492,7352,1783,24.25190424
Cairns City,208,148,1031,585,1074,2115,13,369,173,313,875,6902,5714,1387,24.27371369
Auburn - North,259,48,589,342,303,1413,4,418,317,142,1354,5185,3689,896,24.28842505
Frankston South,486,395,2118,1559,2233,4179,7,956,376,697,3098,16109,12314,2999,24.35439337
Knoxfield - Scoresby,438,241,1674,1041,1724,3377,7,816,315,296,2502,12442,9644,2353,24.3985898
Braidwood,157,77,386,256,534,780,0,238,114,176,581,3295,2538,620,24.428684
Gisborne,337,322,1446,1062,1791,2696,5,675,289,318,2725,11654,8611,2105,24.44547672
Edwardstown,366,219,1576,851,1516,3218,6,789,295,401,1749,10981,8831,2161,24.47061488
Wynnum,394,246,1461,954,1596,3003,3,696,220,377,2147,11104,8580,2101,24.48717949
Woronora Heights,109,90,464,372,560,893,0,112,121,57,665,3429,2707,663,24.49205763
Chermside,218,112,1006,520,956,1998,3,449,188,299,943,6696,5454,1336,24.49578291
Burleigh Heads,250,148,1027,666,1172,1947,0,369,218,280,942,7032,5810,1425,24.52667814
Newstead,158,89,613,328,548,1321,4,346,104,161,894,4560,3505,860,24.5363766
Ocean Reef,204,128,940,620,989,1878,0,217,193,193,1226,6598,5179,1272,24.56072601
Flagstaff Hill,355,219,1246,905,1388,2651,0,401,242,186,1664,9255,7405,1820,24.57798785
Chelsea - Bonbeach,380,296,1564,1132,1819,2851,6,737,312,644,2148,11897,9105,2240,24.60186711
Caroline Springs,499,282,2034,1253,1893,4176,6,857,446,379,4536,16347,11432,2815,24.62386284
Keperra,206,153,834,512,845,1720,6,430,136,247,1259,6345,4839,1193,24.6538541
Narwee - Beverly Hills,451,116,1466,824,968,3079,10,833,483,457,2059,10756,8240,2033,24.6723301
Huskisson - Vincentia,179,102,462,352,673,843,7,283,118,209,524,3742,3009,743,24.6925889
Henley Beach,479,251,1841,1086,1735,3768,4,869,367,375,2111,12897,10411,2571,24.6950341
Hahndorf - Echunga,137,87,562,360,592,1085,3,239,114,132,713,4023,3178,786,24.73253619
Athelstone,271,189,1198,735,1144,2508,0,447,216,194,1411,8308,6703,1658,24.7351932
Douglas,238,105,956,413,779,2548,0,96,99,95,1075,6408,5238,1299,24.79954181
Epping - West,349,125,938,706,902,2035,5,416,203,163,2577,8427,5687,1412,24.82855636
Braybrook,429,198,1790,884,1105,3509,14,1239,567,584,2514,12832,9734,2417,24.83049106
Banjup,410,267,1735,1050,2037,3416,5,478,314,319,3994,14022,9709,2412,24.84292924
Plenty - Yarrambat,270,199,1163,748,1190,2271,0,507,210,228,1726,8521,6567,1632,24.85153038
Cannington - Queens Park,397,145,1367,672,1339,2864,12,590,297,323,2280,10283,7680,1909,24.85677083
Highbury - Dernancourt,296,221,1305,797,1370,2648,0,453,228,254,1717,9291,7320,1822,24.89071038
Bundoora - North,196,92,776,453,571,1582,0,391,222,164,1078,5516,4274,1064,24.89471221
Success - Hammond Park,362,177,1416,900,1668,2751,3,299,268,194,3033,11074,7847,1955,24.91397986
Flora Hill - Spring Gully,265,269,1095,663,1207,2316,10,575,136,284,1513,8331,6534,1629,24.93112948
Marino - Seaview Downs,327,171,1101,767,1281,2191,0,328,230,230,1519,8159,6410,1599,24.94539782
Geebung,101,78,518,313,515,969,8,220,73,131,802,3727,2794,697,24.94631353
Kingsgrove (North) - Earlwood,859,289,2798,1630,2108,5041,5,2099,978,689,4010,20503,15804,3946,24.96836244
Blue Mountains - North,0,0,3,0,5,0,0,0,0,0,0,12,12,3,25
Dunlop,272,139,778,572,778,1787,3,279,148,83,1742,6580,4755,1189,25.00525762
Willagee,104,96,533,290,494,1027,0,279,113,182,925,4036,2929,733,25.02560601
Ormiston,217,119,672,508,704,1437,0,232,138,151,880,5058,4027,1008,25.03104048
Parkinson - Drewvale,521,166,1531,985,1499,3357,11,492,277,238,3215,12304,8851,2218,25.05931533
Botany,389,114,1134,762,1135,2210,0,526,262,384,2015,8928,6529,1637,25.07275234
Wamberal - Forresters Beach,281,175,1217,848,1427,2019,0,428,271,258,1972,8894,6664,1673,25.10504202
Bexley,879,235,2696,1574,1906,5513,3,1498,836,762,4134,20040,15144,3810,25.15847861
Queanbeyan - East,198,83,514,317,588,1142,0,221,83,99,672,3930,3159,795,25.16619183
Eatons Hill,218,157,960,718,1070,1876,0,182,130,145,1801,7250,5304,1335,25.16968326
Beacon Hill - Narraweena,435,181,1634,1051,1529,2883,9,735,474,426,2569,11923,8928,2250,25.2016129
Malabar - La Perouse - Chifley,939,249,2370,1449,2259,4937,17,1247,643,900,3524,18540,14116,3558,25.20544063
Iluka - Burns Beach,230,146,1039,712,1059,2004,4,177,196,114,1624,7307,5569,1415,25.4085114
Dural - Kenthurst - Wisemans Ferry,755,291,2634,1669,2670,4662,11,1074,704,593,3708,18776,14475,3680,25.42314335
Lakemba,614,107,1132,597,716,2775,5,861,489,325,3099,10711,7287,1853,25.42884589
Kingsgrove (South) - Bardwell Park,411,148,1572,923,1039,2864,8,936,475,309,2077,10759,8373,2131,25.45085394
Kiama Downs - Minnamurra,195,141,735,539,977,1124,6,312,178,124,1059,5386,4203,1071,25.48179872
Upwey - Tecoma,301,261,1157,899,1460,2097,4,389,179,186,1705,8634,6743,1719,25.49310396
Noosa Heads,134,71,557,443,485,1024,0,137,134,191,492,3672,2989,762,25.49347608
Ermington - Rydalmere,795,217,2308,1393,1957,4514,12,1094,730,505,3802,17325,13018,3320,25.50314949
Kiama,289,171,946,716,1076,1661,8,406,244,258,1059,6830,5513,1406,25.5033557
Geelong West - Hamlyn Heights,503,460,2428,1460,2620,4139,8,1308,357,636,3111,17041,13294,3391,25.50774786
Caloundra Hinterland,342,214,1014,842,1149,1999,3,393,204,324,1071,7549,6154,1570,25.5118622
Lynbrook - Lyndhurst,474,148,1364,932,1231,2664,4,609,354,319,3529,11631,7783,1986,25.51715277
Caringbah South,383,217,1580,1080,1566,2712,7,541,447,314,2317,11163,8532,2180,25.55086732
Coconut Grove,77,45,279,135,276,548,3,159,52,109,319,1997,1569,401,25.55768005
West Beach,148,88,670,376,614,1294,0,225,117,109,657,4304,3538,906,25.60768796
Canning Vale - West,276,159,1126,635,1026,2382,0,280,201,161,1588,7831,6082,1561,25.66589938
Albury - South,323,242,1227,731,1265,2273,14,613,262,475,1467,8907,6965,1792,25.72864322
Canning Vale - East,672,215,2085,1149,1960,4493,0,590,384,323,4058,15932,11551,2972,25.72937408
Wollongong - West,592,254,1812,1023,1780,3448,16,979,427,419,2140,12884,10325,2658,25.7433414
Wantirna,452,257,1643,1087,1447,3156,5,748,351,431,2026,11591,9134,2352,25.74994526
Gowanbrae,86,48,358,221,325,639,4,173,68,81,615,2606,1910,492,25.7591623
Belgrave - Selby,319,271,1167,834,1425,2147,3,464,188,228,1871,8911,6812,1757,25.79271873
Croydon Hills - Warranwood,525,415,2324,1519,2267,4418,9,799,367,364,3324,16323,12635,3264,25.83300356
Mullumbimby,234,122,938,624,952,1558,0,385,196,264,1242,6514,5008,1294,25.83865815
Alawa,86,47,179,106,224,402,0,114,47,53,333,1592,1206,312,25.87064677
Pallara - Willawong,174,55,477,308,458,1005,4,132,119,67,959,3754,2728,706,25.8797654
Hurstbridge,95,115,413,274,552,741,9,138,64,80,666,3151,2405,623,25.9043659
Bundall,145,68,531,341,458,1081,0,150,100,96,705,3672,2871,744,25.91431557
Mawson Lakes - Globe Derby Park,473,181,1339,830,1390,2827,11,380,260,255,2193,10134,7686,1993,25.93026282
Benowa,276,111,964,635,814,1895,3,308,201,209,1398,6813,5206,1351,25.95082597
Strathfieldsaye,193,235,1068,636,1159,1893,3,444,136,237,2108,8105,5760,1496,25.97222222
Mullaloo - Kallaroo,302,210,1370,882,1396,2521,5,309,249,259,1899,9398,7240,1882,25.99447514
Clarendon,100,65,342,242,372,660,0,104,62,55,423,2427,1949,507,26.01334017
Jervis Bay,12,4,40,22,32,74,3,21,10,40,72,327,215,56,26.04651163
Wollert,302,83,741,572,736,1408,9,303,151,214,2018,6547,4315,1126,26.09501738
Robertson - Fitzroy Falls,151,56,410,288,511,659,3,171,117,115,607,3084,2362,617,26.12193057
Chermside West,206,139,779,458,728,1552,0,315,120,126,997,5421,4298,1124,26.15169846
Cronulla - Kurnell - Bundeena,872,411,3015,2206,3446,4897,10,827,746,595,3137,20159,16427,4298,26.1642418
Bellerive - Rosny,204,160,787,466,752,1510,0,368,151,177,793,5367,4397,1151,26.17693882
Coopers Plains,191,71,491,274,471,994,5,266,96,112,672,3654,2870,753,26.2369338
Valentine - Eleebana,437,219,1640,1059,1796,2531,5,675,379,284,2154,11173,8735,2296,26.2850601
Aspendale Gardens - Waterways,321,140,1120,706,862,2146,5,459,261,207,1668,7883,6008,1581,26.31491345
Gymea - Grays Point,667,283,2273,1566,2409,3730,3,770,545,412,3290,15944,12242,3223,26.32739748
Dianella,643,445,3070,1532,2265,5798,8,1305,729,678,3381,19849,15790,4158,26.33312223
Armidale,1181,493,2375,1268,2550,5574,20,1396,509,765,3620,19755,15370,4049,26.34352635
Mermaid Beach - Broadbeach,325,165,1447,840,1385,2536,9,377,260,328,839,8513,7346,1937,26.36809148
Sutherland - Kirrawee,794,313,2576,1750,2804,4108,7,956,626,678,3424,18042,13940,3683,26.42037303
Southern Highlands,260,134,828,567,928,1387,3,317,203,287,981,5893,4625,1222,26.42162162
Bonython,143,88,487,307,426,1024,4,142,89,72,663,3444,2709,718,26.50424511
Galston - Laughtondale,214,91,663,462,707,1082,0,255,168,135,923,4699,3641,968,26.58610272
Wanguri,75,49,179,105,205,407,0,95,23,63,314,1516,1139,303,26.6022827
Altona,428,289,1461,872,1410,2511,4,901,311,422,1841,10438,8175,2178,26.64220183
Monash,210,135,672,448,634,1295,0,251,162,130,802,4747,3815,1017,26.65792923
Holt,187,123,533,331,543,1067,7,232,130,101,792,4054,3161,843,26.6687757
Windsor Gardens,672,320,2286,1170,2006,4300,13,1093,435,498,3025,15814,12291,3278,26.66992108
Aspley,391,211,1647,930,1406,2991,9,582,259,337,1842,10610,8431,2249,26.67536473
Sunshine Beach,217,136,799,523,822,1486,0,161,165,160,1019,5495,4316,1152,26.69138091
Manly - Lota,302,134,876,568,907,1617,0,342,168,192,1201,6305,4912,1312,26.71009772
Panorama,292,147,997,548,850,1875,3,480,198,225,1068,6669,5376,1436,26.71130952
Doonside - Woodcroft,787,187,2717,1243,1832,5153,25,1311,542,626,4112,18534,13796,3691,26.75413163
Murarrie,117,65,493,276,465,869,4,160,79,77,722,3321,2522,675,26.76447264
Adamstown - Kotara,558,278,2159,1247,2190,3367,5,935,436,437,2982,14587,11168,2995,26.81769341
Illawong - Alfords Point,411,159,1538,911,1382,2495,6,525,416,199,1660,9707,7848,2108,26.86034659
Lindisfarne - Rose Bay,239,178,1036,536,859,1903,3,460,199,253,985,6640,5402,1453,26.89744539
Daylesford,340,247,1063,751,1067,1884,3,589,191,402,1217,7751,6132,1650,26.90802348
Stafford Heights,221,150,894,491,768,1659,0,369,154,183,1104,5988,4701,1265,26.90916826
Bentley - Wilson - St James,455,240,1799,849,1417,3415,7,731,364,921,1783,11967,9263,2494,26.92432257
Figtree - Keiraville,925,386,2468,1452,2587,4323,9,1254,624,474,3560,18063,14029,3779,26.93705895
Mulgrave,648,282,2251,1198,1738,3906,4,1252,509,530,2888,15214,11796,3181,26.9667684
Bellingen,181,118,730,465,756,1098,8,312,142,227,1137,5159,3795,1029,27.11462451
Forrestdale - Harrisdale - Piara Waters,520,230,1886,1172,2072,3222,6,309,277,203,4174,14070,9693,2636,27.19488291
Terrigal - North Avoca,472,245,1814,1136,1731,2961,8,561,365,369,2183,11844,9292,2531,27.23848472
Molonglo Corridor,0,0,3,0,0,0,0,0,0,0,0,11,11,3,27.27272727
Whitfield - Edge Hill,271,167,1015,571,1091,1731,0,323,162,195,1453,6974,5326,1453,27.28126173
Woolaware - Burraneer,265,119,1092,761,958,1667,3,299,240,213,1456,7076,5407,1476,27.29794711
Mackay Harbour,19,8,65,42,78,97,0,17,12,0,42,379,337,92,27.29970326
Warriewood - Mona Vale,852,368,3079,2096,2866,4813,14,871,756,803,4577,21084,15704,4299,27.37519103
Avoca Beach - Copacabana,246,146,955,664,986,1433,4,279,202,165,1429,6508,4914,1347,27.41147741
Richmond (SA),522,309,2124,899,1651,3715,3,1069,452,412,1942,13108,10754,2955,27.47814767
Kingsbury,387,168,1066,548,673,2338,3,520,185,319,1211,7424,5894,1621,27.50254496
Springwood - Winmalee,989,526,2720,1983,2980,4487,9,1033,643,575,4038,19995,15382,4235,27.53218047
Queanbeyan West - Jerrabomberra,685,323,1378,1045,1498,2921,7,572,235,203,2755,11618,8660,2386,27.55196305
Toongabbie - Constitution Hill,1015,263,2480,1359,2062,4511,5,1277,667,552,3687,17871,13632,3758,27.56748826
Ringwood,562,367,1977,1193,1780,3347,11,903,409,445,2583,13567,10539,2906,27.5737736
Lambton - New Lambton,647,310,2238,1245,2156,3512,7,1071,393,518,3065,15159,11576,3195,27.60020733
Belgian Gardens - Pallarenda,125,54,423,215,374,710,0,199,79,98,505,2783,2180,602,27.6146789
Heidelberg West,503,283,1535,804,1238,2612,5,1093,321,572,2075,11043,8396,2321,27.64411625
Greensborough,709,569,2709,1646,2497,4675,7,1125,482,531,3572,18519,14416,3987,27.65677026
Underwood,193,72,709,373,599,1237,0,200,122,109,1237,4853,3507,974,27.77302538
ACT - South West,30,11,61,58,89,107,0,11,8,9,111,487,367,102,27.79291553
Geelong,384,346,1681,954,1566,2591,11,870,257,402,1575,10647,8670,2411,27.80853518
Woolner - Bayview - Winnellie,101,51,347,226,414,550,0,53,50,41,380,2212,1791,499,27.86152987
Mansfield (Qld),303,170,1086,559,845,2048,4,394,188,183,1530,7306,5593,1559,27.87412837
Quakers Hill,937,275,2685,1566,2314,4772,5,905,518,408,4875,19252,13969,3897,27.89748729
Bruny Island - Kettering,150,60,369,259,401,623,0,161,67,138,395,2606,2073,579,27.93053546
Latham,155,87,444,270,457,813,5,131,91,82,701,3239,2456,686,27.93159609
Mascot - Eastlakes,899,207,2553,1263,1715,4477,6,1275,689,581,3138,16806,13087,3659,27.95904333
Lawson - Hazelbrook - Linden,521,287,1394,1012,1637,2233,4,505,270,223,2136,10221,7862,2202,28.00814042
Niddrie - Essendon West,233,167,938,548,728,1607,4,405,139,202,1242,6215,4771,1338,28.04443513
Rangeville,316,190,1087,583,1018,1940,0,379,152,194,1434,7303,5675,1593,28.07048458
Buninyong,269,198,887,536,866,1610,4,338,112,197,1390,6403,4816,1354,28.11461794
Rockdale - Banksia,692,162,1864,969,1165,3315,5,978,517,517,2329,12513,9667,2718,28.11627185
Hindmarsh - Brompton,557,366,2383,1017,1837,3963,8,1160,475,488,2235,14472,11749,3306,28.13856498
Panton Hill - St Andrews,197,134,668,425,742,1071,0,216,96,178,826,4554,3550,999,28.14084507
Beechworth,154,154,533,437,577,788,3,252,89,229,691,3907,2987,841,28.15533981
Majura,4,6,21,12,29,35,0,4,6,6,24,140,110,31,28.18181818
Belmont - Gumdale,282,112,1029,530,858,1804,0,299,123,127,1366,6534,5041,1423,28.22852609
Mount Johns,96,72,350,211,363,576,0,100,59,105,458,2390,1827,518,28.35249042
Tarneit,1481,291,2746,1996,2614,5121,7,1087,533,517,8197,24609,15895,4518,28.42403271
The Hills District,761,616,3232,1832,3076,5409,9,796,460,361,4738,21291,16192,4609,28.46467391
Cheltenham - Highett (East),774,484,2891,1737,2151,4567,12,1424,529,657,3514,18743,14572,4149,28.47241285
Wantirna South,669,324,2381,1216,1658,4178,4,963,460,564,2303,14713,11846,3374,28.48218808
